idx,x,y,z,uvx,uvy
358,0,5000,0,3230,0,2723,0,0000,0,1250
359,0,4154,0,3230,0,3588,0,0469,0,0000
360,0,5000,0,3230,0,3630,0,0000,0,0000
361,0,4243,0,3230,0,2685,0,0469,0,1250
362,0,5000,0,3230,0,1815,0,0000,0,2500
363,0,3316,0,3230,0,3464,0,0938,0,0000
364,0,4332,0,3230,0,1782,0,0469,0,2500
365,0,5000,0,3230,0,0908,0,0000,0,3750
366,0,3493,0,3230,0,2574,0,0937,0,1250
367,0,2495,0,3230,0,3258,0,1406,0,0000
368,0,4421,0,3230,0,0879,0,0469,0,3750
369,0,5000,0,3230,0,0000,0,0000,0,5000
370,0,3670,0,3230,0,1684,0,0938,0,2500
371,0,2758,0,3230,0,2390,0,1406,0,1250
372,0,1697,0,3230,0,2973,0,1875,0,0000
373,0,4510,0,3230,-0,0024,0,0469,0,5000
374,0,5000,0,3230,-0,0908,0,0000,0,6250
375,0,3848,0,3230,0,0794,0,0938,0,3750
376,0,3022,0,3230,0,1522,0,1406,0,2500
377,0,2045,0,3230,0,2135,0,1875,0,1250
378,0,0932,0,3230,0,2611,0,2344,0,0000
379,0,4599,0,3230,-0,0927,0,0469,0,6250
380,0,5000,0,3230,-0,1815,0,0000,0,7500
381,0,4025,0,3230,-0,0096,0,0937,0,5000
382,0,3285,0,3230,0,0653,0,1406,0,3750
383,0,2392,0,3230,0,1296,0,1875,0,2500
384,0,1360,0,3230,0,1811,0,2344,0,1250
385,0,0205,0,3230,0,2176,0,2813,0,0000
386,0,4688,0,3230,-0,1830,0,0469,0,7500
387,0,5000,0,3230,-0,2723,0,0000,0,8750
388,0,4202,0,3230,-0,0986,0,0938,0,6250
389,0,3549,0,3230,-0,0215,0,1406,0,5000
390,0,2739,0,3230,0,0458,0,1875,0,3750
391,0,1787,0,3230,0,1010,0,2344,0,2500
392,0,0710,0,3230,0,1421,0,2813,0,1250
393,-0,0475,0,3230,0,1671,0,3281,0,0000
394,0,4777,0,3230,-0,2733,0,0469,0,8750
395,0,5000,0,3230,-0,3630,0,0000,1,0000
396,0,4866,0,3230,-0,3637,0,0469,1,0000
397,0,4379,0,3230,-0,1876,0,0937,0,7500
398,0,4556,0,3230,-0,2766,0,0938,0,8750
399,0,4733,0,3230,-0,3656,0,0938,1,0000
400,0,0101,0,3230,0,0970,0,3281,0,1250
401,-0,1102,0,3230,0,1102,0,3750,0,0000
402,0,1214,0,3230,0,0666,0,2813,0,2500
403,0,3812,0,3230,-0,1084,0,1406,0,6250
404,0,4339,0,3230,-0,2821,0,1406,0,8750
405,0,4602,0,3230,-0,3689,0,1406,1,0000
406,0,4075,0,3230,-0,1952,0,1406,0,7500
407,-0,0461,0,3230,0,0461,0,3750,0,1250
408,-0,1671,0,3230,0,0475,0,4219,0,0000
409,0,3087,0,3230,-0,0381,0,1875,0,5000
410,0,4128,0,3230,-0,2896,0,1875,0,8750
411,0,4476,0,3230,-0,3734,0,1875,1,0000
412,0,3781,0,3230,-0,2057,0,1875,0,7500
413,0,3434,0,3230,-0,1219,0,1875,0,6250
414,0,2215,0,3230,0,0210,0,2344,0,3750
415,0,3926,0,3230,-0,2991,0,2344,0,8750
416,0,4354,0,3230,-0,3792,0,2344,1,0000
417,0,3499,0,3230,-0,2191,0,2344,0,7500
418,0,3071,0,3230,-0,1391,0,2344,0,6250
419,0,2643,0,3230,-0,0590,0,2344,0,5000
420,0,1718,0,3230,-0,0088,0,2813,0,3750
421,0,3735,0,3230,-0,3106,0,2813,0,8750
422,0,4239,0,3230,-0,3861,0,2813,1,0000
423,0,3231,0,3230,-0,2352,0,2813,0,7500
424,0,2726,0,3230,-0,1597,0,2813,0,6250
425,0,2222,0,3230,-0,0843,0,2813,0,5000
426,0,0677,0,3230,0,0268,0,3281,0,2500
427,0,3555,0,3230,-0,3239,0,3281,0,8750
428,0,4131,0,3230,-0,3941,0,3281,1,0000
429,0,2979,0,3230,-0,2538,0,3281,0,7500
430,0,2404,0,3230,-0,1836,0,3281,0,6250
431,0,1828,0,3230,-0,1135,0,3281,0,5000
432,0,1252,0,3230,-0,0433,0,3281,0,3750
433,0,0181,0,3230,-0,0181,0,3750,0,2500
434,0,3390,0,3230,-0,3390,0,3750,0,8750
435,0,4031,0,3230,-0,4031,0,3750,1,0000
436,0,2748,0,3230,-0,2748,0,3750,0,7500
437,0,2106,0,3230,-0,2106,0,3750,0,6250
438,0,1464,0,3230,-0,1464,0,3750,0,5000
439,0,0823,0,3230,-0,0823,0,3750,0,3750
440,-0,0970,0,3230,-0,0101,0,4219,0,1250
441,-0,2176,0,3230,-0,0205,0,4688,0,0000
442,0,3239,0,3230,-0,3555,0,4219,0,8750
443,0,3941,0,3230,-0,4131,0,4219,1,0000
444,0,2538,0,3230,-0,2979,0,4219,0,7500
445,0,1836,0,3230,-0,2404,0,4219,0,6250
446,0,1135,0,3230,-0,1828,0,4219,0,5000
447,0,0433,0,3230,-0,1252,0,4219,0,3750
448,-0,1421,0,3230,-0,0710,0,4688,0,1250
449,-0,2611,0,3230,-0,0932,0,5156,0,0000
450,0,3106,0,3230,-0,3735,0,4688,0,8750
451,0,3861,0,3230,-0,4239,0,4687,1,0000
452,0,2352,0,3230,-0,3231,0,4688,0,7500
453,0,1597,0,3230,-0,2726,0,4688,0,6250
454,0,0843,0,3230,-0,2222,0,4688,0,5000
455,0,2991,0,3230,-0,3926,0,5156,0,8750
456,0,3792,0,3230,-0,4354,0,5156,1,0000
457,0,2191,0,3230,-0,3499,0,5156,0,7500
458,0,1391,0,3230,-0,3071,0,5156,0,6250
459,0,2896,0,3230,-0,4128,0,5625,0,8750
460,0,3734,0,3230,-0,4476,0,5625,1,0000
461,0,2057,0,3230,-0,3781,0,5625,0,7500
462,0,2821,0,3230,-0,4339,0,6094,0,8750
463,0,3689,0,3230,-0,4602,0,6094,1,0000
